space,day,time,poi,tid,label
27.812746 -82.75398,Saturday,1,489564,82956,2868
27.812746 -82.75398,Saturday,124,489564,82956,2868
27.812746 -82.75398,Sunday,856,489564,82956,2868
27.812746 -82.75398,Monday,105,489564,82956,2868
27.812746 -82.75398,Monday,835,489564,82956,2868
27.772768 -82.64843,Wednesday,1196,205034,82956,2868
27.772768 -82.64843,Wednesday,1412,205034,82956,2868
27.802746 -82.647089,Thursday,13,645714,82959,2868
27.802746 -82.647089,Thursday,812,645714,82959,2868
27.802746 -82.647089,Friday,59,645714,82959,2868
27.802746 -82.647089,Friday,98,645714,82959,2868
27.802746 -82.647089,Saturday,114,645714,82959,2868
27.802746 -82.647089,Saturday,825,645714,82959,2868
27.802746 -82.647089,Sunday,53,645714,82959,2868
27.802746 -82.647089,Sunday,897,645714,82959,2868
27.802746 -82.647089,Monday,1127,645714,82959,2868
27.802746 -82.647089,Monday,1213,645714,82959,2868
27.802746 -82.647089,Tuesday,1204,645714,82959,2868
27.802746 -82.647089,Wednesday,36,645714,82959,2868
27.802746 -82.647089,Wednesday,177,645714,82959,2868
27.802746 -82.647089,Wednesday,1437,645714,82959,2868
27.759672 -82.678685,Thursday,38,190035,82961,2868
27.759672 -82.678685,Thursday,61,190035,82961,2868
27.759672 -82.678685,Thursday,750,190035,82961,2868
27.759672 -82.678685,Thursday,906,190035,82961,2868
27.772768 -82.64843,Thursday,1031,205034,82961,2868
27.772768 -82.64843,Thursday,1141,205034,82961,2868
27.772768 -82.64843,Friday,398,205034,82961,2868
27.772768 -82.64843,Friday,424,205034,82961,2868
27.772768 -82.64843,Friday,1414,205034,82961,2868
27.772768 -82.64843,Saturday,17,205034,82961,2868
27.772768 -82.64843,Monday,113,205034,82961,2868
27.772768 -82.64843,Monday,782,205034,82961,2868
27.772768 -82.64843,Tuesday,28,205034,82961,2868
27.772768 -82.64843,Tuesday,286,205034,82961,2868
27.772768 -82.64843,Tuesday,837,205034,82961,2868
27.772768 -82.64843,Wednesday,196,205034,82961,2868
27.772768 -82.64843,Wednesday,795,205034,82961,2868
27.772768 -82.64843,Thursday,1399,205034,82964,2868
27.772768 -82.64843,Thursday,1438,205034,82964,2868
27.772768 -82.64843,Friday,921,205034,82964,2868
27.772768 -82.64843,Friday,1053,205034,82964,2868
27.777354 -82.635565,Saturday,1050,512468,82964,2868
27.777354 -82.635565,Saturday,1062,512468,82964,2868
27.777354 -82.635565,Saturday,1070,512468,82964,2868
27.777354 -82.635565,Saturday,1092,512468,82964,2868
27.772768 -82.64843,Sunday,1357,205034,82964,2868
27.772768 -82.64843,Monday,25,205034,82964,2868
27.772768 -82.64843,Monday,109,205034,82964,2868
27.772768 -82.64843,Monday,932,205034,82964,2868
27.772768 -82.64843,Monday,950,205034,82964,2868
27.73991 -82.707202,Tuesday,814,411128,82964,2868
27.73991 -82.707202,Tuesday,831,411128,82964,2868
27.73991 -82.707202,Tuesday,971,411128,82964,2868
27.73991 -82.707202,Tuesday,1147,411128,82964,2868
27.772768 -82.64843,Tuesday,1287,205034,82964,2868
27.772768 -82.64843,Tuesday,1404,205034,82964,2868
27.772768 -82.64843,Wednesday,175,205034,82964,2868
27.772768 -82.64843,Wednesday,1088,205034,82964,2868
27.772768 -82.64843,Wednesday,1093,205034,82964,2868
27.739981 -82.70786,Wednesday,1180,585098,82964,2868
27.739981 -82.70786,Wednesday,1193,585098,82964,2868
27.772768 -82.64843,Thursday,847,205034,82968,2868
27.772768 -82.64843,Thursday,1267,205034,82968,2868
27.772768 -82.64843,Friday,170,205034,82968,2868
27.772768 -82.64843,Friday,895,205034,82968,2868
27.772768 -82.64843,Friday,968,205034,82968,2868
27.772768 -82.64843,Friday,1058,205034,82968,2868
27.772768 -82.64843,Saturday,141,205034,82968,2868
27.772768 -82.64843,Saturday,322,205034,82968,2868
27.772768 -82.64843,Saturday,355,205034,82968,2868
27.777354 -82.635565,Saturday,1044,512468,82968,2868
27.777354 -82.635565,Saturday,1057,512468,82968,2868
27.772768 -82.64843,Saturday,1088,205034,82968,2868
27.771203 -82.647792,Sunday,232,465390,82968,2868
27.772768 -82.64843,Sunday,304,205034,82968,2868
27.772768 -82.64843,Sunday,950,205034,82968,2868
27.772768 -82.64843,Monday,312,205034,82968,2868
27.772768 -82.64843,Monday,896,205034,82968,2868
27.772768 -82.64843,Tuesday,89,205034,82968,2868
27.772768 -82.64843,Tuesday,289,205034,82968,2868
27.739981 -82.70786,Tuesday,824,585098,82968,2868
27.739981 -82.70786,Tuesday,943,585098,82968,2868
27.772768 -82.64843,Tuesday,1226,205034,82968,2868
27.772768 -82.64843,Tuesday,1318,205034,82968,2868
27.772768 -82.64843,Wednesday,1366,205034,82968,2868
27.772768 -82.64843,Thursday,32,205034,82969,2868
27.772768 -82.64843,Thursday,88,205034,82969,2868
27.772768 -82.64843,Friday,990,205034,82969,2868
48.87423 2.342183,Sunday,1131,527955,82969,2868
48.87423 2.342183,Sunday,1161,527955,82969,2868
48.87423 2.342183,Sunday,1163,527955,82969,2868
48.87423 2.342183,Sunday,1386,527955,82969,2868
48.87423 2.342183,Monday,1421,527955,82969,2868
48.87423 2.342183,Tuesday,18,527955,82969,2868
48.87423 2.342183,Tuesday,787,527955,82969,2868
48.87423 2.342183,Tuesday,789,527955,82969,2868
48.87423 2.342183,Wednesday,32,527955,82969,2868
48.87423 2.342183,Wednesday,1118,527955,82969,2868
48.87423 2.342183,Wednesday,1118,527955,82969,2868
48.87423 2.342183,Wednesday,1276,527955,82969,2868
48.87423 2.342183,Wednesday,1290,527955,82969,2868
27.772768 -82.64843,Thursday,402,205034,82971,2868
27.772768 -82.64843,Thursday,834,205034,82971,2868
27.772768 -82.64843,Thursday,1197,205034,82971,2868
27.772768 -82.64843,Friday,141,205034,82971,2868
27.772768 -82.64843,Friday,713,205034,82971,2868
27.772768 -82.64843,Saturday,19,205034,82971,2868
27.772768 -82.64843,Saturday,77,205034,82971,2868
27.772768 -82.64843,Saturday,86,205034,82971,2868
27.777354 -82.635565,Saturday,938,512468,82971,2868
27.772768 -82.64843,Saturday,1082,205034,82971,2868
27.772768 -82.64843,Saturday,1196,205034,82971,2868
27.772768 -82.64843,Sunday,56,205034,82971,2868
27.772768 -82.64843,Sunday,795,205034,82971,2868
27.772768 -82.64843,Sunday,1292,205034,82971,2868
27.772768 -82.64843,Monday,1121,205034,82971,2868
27.772768 -82.64843,Monday,1142,205034,82971,2868
27.777354 -82.635565,Monday,1257,512468,82971,2868
27.772768 -82.64843,Tuesday,83,205034,82971,2868
27.772768 -82.64843,Tuesday,125,205034,82971,2868
27.739981 -82.70786,Tuesday,803,585098,82971,2868
27.739981 -82.70786,Tuesday,822,585098,82971,2868
27.772768 -82.64843,Tuesday,1220,205034,82971,2868
27.777354 -82.635565,Tuesday,1233,512468,82971,2868
27.777354 -82.635565,Tuesday,1298,512468,82971,2868
27.772768 -82.64843,Wednesday,204,205034,82971,2868
27.772768 -82.64843,Wednesday,963,205034,82971,2868
27.777354 -82.635565,Wednesday,1304,512468,82971,2868
27.772768 -82.64843,Thursday,910,205034,82972,2868
27.772768 -82.64843,Thursday,1148,205034,82972,2868
27.777354 -82.635565,Thursday,1199,512468,82972,2868
27.772768 -82.64843,Thursday,1305,205034,82972,2868
27.777354 -82.635565,Friday,929,512468,82972,2868
27.772768 -82.64843,Saturday,192,205034,82972,2868
27.777354 -82.635565,Saturday,968,512468,82972,2868
27.772768 -82.64843,Saturday,1021,205034,82972,2868
27.772768 -82.64843,Sunday,1383,205034,82972,2868
27.777354 -82.635565,Monday,1203,512468,82972,2868
27.772768 -82.64843,Monday,1361,205034,82972,2868
27.772768 -82.64843,Tuesday,801,205034,82972,2868
27.739981 -82.70786,Tuesday,882,585098,82972,2868
27.739981 -82.70786,Tuesday,1108,585098,82972,2868
27.777354 -82.635565,Tuesday,1200,512468,82972,2868
27.777354 -82.635565,Tuesday,1435,512468,82972,2868
27.777354 -82.635565,Wednesday,80,512468,82972,2868
27.777354 -82.635565,Wednesday,780,512468,82972,2868
27.777354 -82.635565,Wednesday,783,512468,82972,2868
27.777354 -82.635565,Wednesday,1020,512468,82972,2868
27.772768 -82.64843,Thursday,76,752971,82986,2868
27.336435 -82.530653,Thursday,1350,694046,82986,2868
27.336435 -82.530653,Friday,64,694046,82986,2868
27.772768 -82.64843,Friday,1080,752971,82986,2868
27.336435 -82.530653,Saturday,1028,694046,82986,2868
27.772768 -82.64843,Saturday,1322,752971,82986,2868
27.336435 -82.530653,Sunday,875,694046,82986,2868
27.336435 -82.530653,Monday,61,694046,82986,2868
27.336435 -82.530653,Monday,121,694046,82986,2868
27.336435 -82.530653,Monday,1166,694046,82986,2868
27.772768 -82.64843,Monday,1289,752971,82986,2868
27.772768 -82.64843,Tuesday,809,752971,82986,2868
27.772768 -82.64843,Wednesday,59,752971,82986,2868
47.44443 -122.300497,Friday,457,614687,82990,2868
47.44443 -122.300497,Friday,965,614687,82990,2868
47.528713 -121.825391,Saturday,1255,720253,82990,2868
47.528713 -121.825391,Sunday,87,720253,82990,2868
47.641766 -122.0804,Sunday,96,720231,82990,2868
47.44443 -122.300497,Sunday,790,614687,82990,2868
47.44443 -122.300497,Sunday,823,614687,82990,2868
27.976891 -82.533377,Sunday,1340,419644,82990,2868
27.772768 -82.64843,Monday,62,752971,82990,2868
27.772768 -82.64843,Monday,760,752971,82990,2868
27.772768 -82.64843,Wednesday,880,752971,82990,2868
27.772768 -82.64843,Wednesday,1074,752971,82990,2868
27.772768 -82.64843,Friday,84,442721,82999,2868
27.772768 -82.64843,Sunday,255,442721,82999,2868
28.612219 -80.807554,Sunday,508,694160,82999,2868
28.612219 -80.807554,Sunday,567,694160,82999,2868
27.772768 -82.64843,Sunday,1026,442721,82999,2868
27.772768 -82.64843,Monday,75,442721,82999,2868
27.772768 -82.64843,Monday,570,442721,82999,2868
27.772768 -82.64843,Tuesday,1229,442721,82999,2868
27.772768 -82.64843,Wednesday,92,442721,82999,2868
27.772768 -82.64843,Wednesday,691,442721,82999,2868
27.772768 -82.64843,Thursday,81,442721,82999,2868
53.563868 -113.610599,Tuesday,1031,526061,148964,6205
53.545558 -113.532346,Wednesday,304,625691,148964,6205
53.563868 -113.610599,Wednesday,1124,526061,148964,6205
53.545558 -113.532346,Thursday,93,625691,148964,6205
53.563868 -113.610599,Thursday,1044,526061,148964,6205
53.50252 -113.362851,Friday,190,452244,148964,6205
53.550136 -113.468712,Friday,288,721048,148964,6205
53.545558 -113.532346,Friday,1019,625691,148964,6205
53.550136 -113.468712,Saturday,273,721048,148964,6205
53.545558 -113.532346,Saturday,1413,625691,148964,6205
53.550136 -113.468712,Tuesday,54,721048,148965,6205
53.563868 -113.610599,Tuesday,1112,526061,148965,6205
53.563868 -113.610599,Tuesday,1242,526061,148965,6205
53.563868 -113.610599,Wednesday,32,526061,148965,6205
53.545558 -113.532346,Wednesday,138,625691,148965,6205
53.550136 -113.468712,Wednesday,247,721048,148965,6205
53.545558 -113.532346,Wednesday,463,625691,148965,6205
53.545558 -113.532346,Wednesday,490,625691,148965,6205
53.545558 -113.532346,Thursday,6,625691,148965,6205
53.545558 -113.532346,Thursday,72,625691,148965,6205
53.545558 -113.532346,Friday,331,625691,148965,6205
53.550136 -113.468712,Friday,333,721048,148965,6205
53.545558 -113.532346,Friday,990,625691,148965,6205
53.545558 -113.532346,Friday,1333,625691,148965,6205
53.545558 -113.532346,Saturday,532,625691,148965,6205
53.545558 -113.532346,Saturday,1206,625691,148965,6205
53.545558 -113.532346,Sunday,467,625691,148965,6205
53.545558 -113.532346,Sunday,1143,625691,148965,6205
53.545558 -113.532346,Monday,499,625691,148965,6205
53.545558 -113.532346,Monday,983,625691,148965,6205
53.563868 -113.610599,Monday,991,526061,148965,6205
53.563868 -113.610599,Wednesday,981,526061,148966,6205
53.563868 -113.610599,Wednesday,1114,526061,148966,6205
53.563868 -113.610599,Thursday,1,526061,148966,6205
53.545558 -113.532346,Thursday,38,625691,148966,6205
53.545558 -113.532346,Thursday,87,625691,148966,6205
53.545558 -113.532346,Friday,983,625691,148966,6205
53.563868 -113.610599,Friday,1064,526061,148966,6205
53.563868 -113.610599,Saturday,56,526061,148966,6205
53.550136 -113.468712,Saturday,249,721048,148966,6205
53.545558 -113.532346,Sunday,1282,625691,148966,6205
53.545558 -113.532346,Monday,219,625691,148966,6205
53.545558 -113.532346,Monday,967,625691,148966,6205
53.563868 -113.610599,Monday,1081,526061,148966,6205
53.563868 -113.610599,Monday,1365,526061,148966,6205
53.545558 -113.532346,Tuesday,36,625691,148969,6205
53.545558 -113.532346,Wednesday,434,625691,148969,6205
53.563868 -113.610599,Wednesday,1022,526061,148969,6205
53.545558 -113.532346,Thursday,142,625691,148969,6205
53.550136 -113.468712,Friday,429,721048,148969,6205
53.545558 -113.532346,Friday,985,625691,148969,6205
53.550136 -113.468712,Saturday,298,721048,148969,6205
53.550136 -113.468712,Saturday,1371,721048,148969,6205
53.545558 -113.532346,Sunday,294,625691,148969,6205
53.563868 -113.610599,Monday,1012,526061,148969,6205
53.545558 -113.532346,Tuesday,86,625691,148972,6205
53.563868 -113.610599,Tuesday,1118,526061,148972,6205
53.563868 -113.610599,Tuesday,1299,526061,148972,6205
53.50252 -113.362851,Wednesday,39,452244,148972,6205
53.545558 -113.532346,Wednesday,338,625691,148972,6205
53.550136 -113.468712,Thursday,62,721048,148972,6205
53.545558 -113.532346,Thursday,935,625691,148972,6205
53.545558 -113.532346,Friday,403,625691,148972,6205
53.563868 -113.610599,Friday,1292,526061,148972,6205
53.550136 -113.468712,Monday,202,721048,148972,6205
53.563868 -113.610599,Monday,979,526061,148972,6205
53.545558 -113.532346,Tuesday,375,625691,148974,6205
53.563868 -113.610599,Tuesday,1053,526061,148974,6205
53.545558 -113.532346,Tuesday,1402,625691,148974,6205
53.563868 -113.610599,Wednesday,981,526061,148974,6205
53.50252 -113.362851,Thursday,82,452244,148974,6205
53.545558 -113.532346,Thursday,457,625691,148974,6205
53.545558 -113.532346,Friday,215,625691,148974,6205
53.545558 -113.532346,Saturday,78,625691,148974,6205
53.550136 -113.468712,Saturday,78,721048,148974,6205
53.545558 -113.532346,Saturday,336,625691,148974,6205
53.545558 -113.532346,Monday,1254,625691,148974,6205
53.545558 -113.532346,Thursday,52,625691,149000,6205
53.540994 -113.493211,Thursday,1010,454530,149000,6205
51.130708 -114.008633,Friday,368,467545,149000,6205
49.19553 -123.177748,Friday,537,612276,149000,6205
49.283402 -123.103967,Sunday,1318,374150,149000,6205
49.19553 -123.177748,Monday,127,612276,149000,6205
53.545558 -113.532346,Monday,478,625691,149000,6205
53.540994 -113.493211,Monday,1013,454530,149000,6205
53.550136 -113.468712,Tuesday,462,721048,149000,6205
53.545558 -113.532346,Tuesday,994,625691,149000,6205
53.540994 -113.493211,Wednesday,1081,454530,149000,6205
42.358431 -71.059773,Friday,8,707804,171205,7226
42.358431 -71.059773,Friday,22,707804,171205,7226
42.358431 -71.059773,Friday,32,707804,171205,7226
42.358431 -71.059773,Friday,55,707804,171205,7226
42.358431 -71.059773,Friday,1019,707804,171205,7226
42.358431 -71.059773,Friday,1289,707804,171205,7226
42.358431 -71.059773,Saturday,780,707804,171205,7226
42.358431 -71.059773,Sunday,1040,707804,171205,7226
42.358431 -71.059773,Sunday,1093,707804,171205,7226
0.0 0.0,Wednesday,896,2,171205,7226
42.31566 -71.101755,Wednesday,1028,102339,171205,7226
42.358431 -71.059773,Wednesday,1047,707804,171205,7226
42.358431 -71.059773,Wednesday,1420,707804,171205,7226
42.358431 -71.059773,Thursday,0,707804,171205,7226
42.358431 -71.059773,Thursday,17,707804,171205,7226
42.358431 -71.059773,Thursday,46,707804,171205,7226
42.358431 -71.059773,Thursday,1276,707804,171205,7226
42.358431 -71.059773,Friday,740,707804,171206,7226
42.358431 -71.059773,Friday,1271,707804,171206,7226
42.358431 -71.059773,Friday,1276,707804,171206,7226
42.31566 -71.101755,Saturday,684,102339,171206,7226
42.358431 -71.059773,Saturday,691,707804,171206,7226
42.314793 -71.104616,Saturday,757,355281,171206,7226
42.314793 -71.104616,Saturday,820,355281,171206,7226
42.314793 -71.104616,Saturday,923,355281,171206,7226
42.220933 -70.939768,Saturday,1168,708281,171206,7226
42.358431 -71.059773,Sunday,787,707804,171206,7226
42.358431 -71.059773,Wednesday,1200,707804,171206,7226
42.358431 -71.059773,Thursday,1269,707804,171206,7226
42.358431 -71.059773,Friday,51,707804,171207,7226
42.358431 -71.059773,Friday,999,707804,171207,7226
42.358431 -71.059773,Saturday,707,707804,171207,7226
42.358431 -71.059773,Saturday,1289,707804,171207,7226
42.252877 -71.00227,Sunday,88,708137,171207,7226
42.358431 -71.059773,Sunday,238,707804,171207,7226
42.358431 -71.059773,Sunday,777,707804,171207,7226
42.358431 -71.059773,Monday,1282,707804,171207,7226
42.358431 -71.059773,Tuesday,645,707804,171207,7226
42.358431 -71.059773,Wednesday,695,707804,171207,7226
42.358431 -71.059773,Wednesday,1292,707804,171207,7226
42.358431 -71.059773,Thursday,1233,707804,171207,7226
42.358431 -71.059773,Friday,1027,707804,171209,7226
42.358431 -71.059773,Saturday,82,707804,171209,7226
42.358431 -71.059773,Saturday,777,707804,171209,7226
42.314793 -71.104616,Saturday,807,355281,171209,7226
42.358431 -71.059773,Saturday,1020,707804,171209,7226
42.31566 -71.101755,Saturday,1323,102339,171209,7226
42.358431 -71.059773,Sunday,102,707804,171209,7226
42.358431 -71.059773,Sunday,255,707804,171209,7226
42.358431 -71.059773,Monday,1018,707804,171209,7226
42.31566 -71.101755,Tuesday,684,102339,171209,7226
42.358431 -71.059773,Tuesday,729,707804,171209,7226
42.358431 -71.059773,Tuesday,976,707804,171209,7226
42.358431 -71.059773,Wednesday,645,707804,171209,7226
42.31566 -71.101755,Wednesday,672,102339,171209,7226
42.340208 -71.088998,Wednesday,829,478883,171209,7226
42.340208 -71.088998,Wednesday,957,478883,171209,7226
42.358431 -71.059773,Wednesday,982,707804,171209,7226
42.358431 -71.059773,Wednesday,1418,707804,171209,7226
42.358431 -71.059773,Thursday,181,707804,171209,7226
42.31566 -71.101755,Thursday,675,102339,171209,7226
42.358431 -71.059773,Thursday,761,707804,171209,7226
42.358431 -71.059773,Thursday,963,707804,171209,7226
42.340188 -71.089646,Thursday,1275,104885,171209,7226
42.31566 -71.101755,Friday,685,102339,171210,7226
42.340208 -71.088998,Friday,822,478883,171210,7226
42.358431 -71.059773,Friday,1269,707804,171210,7226
42.358431 -71.059773,Saturday,1125,707804,171210,7226
42.358431 -71.059773,Monday,650,707804,171210,7226
42.358431 -71.059773,Monday,1377,707804,171210,7226
42.358431 -71.059773,Tuesday,684,707804,171210,7226
42.358431 -71.059773,Tuesday,703,707804,171210,7226
42.31566 -71.101755,Wednesday,712,102339,171210,7226
42.340188 -71.089646,Wednesday,1031,104885,171210,7226
42.340188 -71.089646,Wednesday,1148,104885,171210,7226
42.358431 -71.059773,Wednesday,1252,707804,171210,7226
42.358431 -71.059773,Thursday,635,707804,171210,7226
42.340208 -71.088998,Thursday,750,478883,171210,7226
42.358431 -71.059773,Thursday,931,707804,171210,7226
42.358431 -71.059773,Thursday,1257,707804,171210,7226
42.358431 -71.059773,Thursday,1360,707804,171210,7226
42.31566 -71.101755,Thursday,1395,102339,171210,7226
41.792222 123.432778,Sunday,44,561493,267408,11300
41.792222 123.432778,Sunday,208,561493,267408,11300
41.792222 123.432778,Sunday,212,561493,267408,11300
41.792222 123.432778,Sunday,696,561493,267408,11300
41.792222 123.432778,Sunday,790,561493,267408,11300
41.792222 123.432778,Sunday,856,561493,267408,11300
41.792222 123.432778,Sunday,874,561493,267408,11300
41.792222 123.432778,Sunday,930,561493,267408,11300
41.792222 123.432778,Sunday,948,561493,267408,11300
41.792222 123.432778,Sunday,986,561493,267408,11300
41.792222 123.432778,Sunday,1034,561493,267408,11300
41.792222 123.432778,Monday,197,561493,267408,11300
41.792222 123.432778,Monday,526,561493,267408,11300
41.792222 123.432778,Monday,534,561493,267408,11300
41.792222 123.432778,Monday,823,561493,267408,11300
41.792222 123.432778,Tuesday,118,561493,267408,11300
41.792222 123.432778,Tuesday,129,561493,267408,11300
41.792222 123.432778,Tuesday,187,561493,267408,11300
41.792222 123.432778,Tuesday,429,561493,267408,11300
41.792222 123.432778,Tuesday,772,561493,267408,11300
41.792222 123.432778,Tuesday,837,561493,267408,11300
41.792222 123.432778,Tuesday,842,561493,267408,11300
41.792222 123.432778,Tuesday,950,561493,267408,11300
41.792222 123.432778,Tuesday,953,561493,267408,11300
41.792222 123.432778,Tuesday,989,561493,267408,11300
41.792222 123.432778,Wednesday,74,561493,267408,11300
41.792222 123.432778,Wednesday,100,561493,267408,11300
41.792222 123.432778,Wednesday,892,561493,267408,11300
41.792222 123.432778,Thursday,28,561493,267412,11300
41.792222 123.432778,Thursday,40,561493,267412,11300
41.792222 123.432778,Thursday,136,561493,267412,11300
41.792222 123.432778,Thursday,198,561493,267412,11300
41.792222 123.432778,Thursday,203,561493,267412,11300
41.792222 123.432778,Thursday,395,561493,267412,11300
41.792222 123.432778,Friday,766,561493,267412,11300
41.792222 123.432778,Friday,787,561493,267412,11300
41.792222 123.432778,Friday,791,561493,267412,11300
41.792222 123.432778,Friday,813,561493,267412,11300
41.792222 123.432778,Saturday,35,561493,267412,11300
41.792222 123.432778,Saturday,110,561493,267412,11300
41.792222 123.432778,Saturday,526,561493,267412,11300
41.792222 123.432778,Saturday,886,561493,267412,11300
41.792222 123.432778,Sunday,98,561493,267412,11300
41.792222 123.432778,Sunday,114,561493,267412,11300
41.792222 123.432778,Sunday,160,561493,267412,11300
41.792222 123.432778,Sunday,335,561493,267412,11300
41.792222 123.432778,Sunday,347,561493,267412,11300
41.792222 123.432778,Sunday,568,561493,267412,11300
41.792222 123.432778,Monday,82,561493,267412,11300
41.792222 123.432778,Monday,158,561493,267412,11300
41.792222 123.432778,Monday,484,561493,267412,11300
41.792222 123.432778,Monday,567,561493,267412,11300
41.792222 123.432778,Monday,576,561493,267412,11300
41.792222 123.432778,Monday,606,561493,267412,11300
41.792222 123.432778,Monday,684,561493,267412,11300
41.792222 123.432778,Monday,936,561493,267412,11300
41.792222 123.432778,Tuesday,15,561493,267412,11300
41.792222 123.432778,Tuesday,346,561493,267412,11300
41.792222 123.432778,Tuesday,691,561493,267412,11300
41.792222 123.432778,Tuesday,849,561493,267412,11300
41.792222 123.432778,Wednesday,903,561493,267412,11300
41.792222 123.432778,Thursday,0,561493,267415,11300
41.792222 123.432778,Thursday,113,561493,267415,11300
41.792222 123.432778,Thursday,122,561493,267415,11300
41.792222 123.432778,Thursday,135,561493,267415,11300
41.792222 123.432778,Thursday,137,561493,267415,11300
41.792222 123.432778,Thursday,458,561493,267415,11300
41.792222 123.432778,Friday,93,561493,267415,11300
41.792222 123.432778,Friday,387,561493,267415,11300
41.792222 123.432778,Friday,871,561493,267415,11300
41.792222 123.432778,Friday,923,561493,267415,11300
41.792222 123.432778,Saturday,147,561493,267415,11300
41.792222 123.432778,Saturday,341,561493,267415,11300
41.792222 123.432778,Saturday,729,561493,267415,11300
41.792222 123.432778,Sunday,254,561493,267415,11300
41.792222 123.432778,Sunday,377,561493,267415,11300
41.792222 123.432778,Monday,95,561493,267415,11300
41.792222 123.432778,Monday,109,561493,267415,11300
41.792222 123.432778,Monday,131,561493,267415,11300
41.792222 123.432778,Monday,145,561493,267415,11300
41.792222 123.432778,Monday,161,561493,267415,11300
41.792222 123.432778,Monday,246,561493,267415,11300
41.792222 123.432778,Monday,290,561493,267415,11300
41.792222 123.432778,Monday,367,561493,267415,11300
41.792222 123.432778,Monday,691,561493,267415,11300
41.792222 123.432778,Monday,726,561493,267415,11300
41.792222 123.432778,Tuesday,24,561493,267415,11300
41.792222 123.432778,Tuesday,393,561493,267415,11300
41.792222 123.432778,Wednesday,317,561493,267415,11300
41.792222 123.432778,Wednesday,737,561493,267415,11300
41.792222 123.432778,Thursday,359,561493,267418,11300
41.792222 123.432778,Thursday,687,561493,267418,11300
41.792222 123.432778,Thursday,875,561493,267418,11300
41.792222 123.432778,Thursday,889,561493,267418,11300
41.792222 123.432778,Friday,188,561493,267418,11300
41.792222 123.432778,Friday,748,561493,267418,11300
41.792222 123.432778,Saturday,175,561493,267418,11300
41.792222 123.432778,Saturday,211,561493,267418,11300
41.792222 123.432778,Sunday,42,561493,267418,11300
41.792222 123.432778,Sunday,199,561493,267418,11300
41.792222 123.432778,Sunday,204,561493,267418,11300
41.792222 123.432778,Sunday,220,561493,267418,11300
41.792222 123.432778,Monday,143,561493,267418,11300
41.792222 123.432778,Tuesday,50,561493,267418,11300
41.792222 123.432778,Tuesday,507,561493,267418,11300
41.792222 123.432778,Wednesday,79,561493,267418,11300
41.792222 123.432778,Wednesday,283,561493,267418,11300
41.792222 123.432778,Thursday,95,561493,267420,11300
41.792222 123.432778,Thursday,562,561493,267420,11300
41.792222 123.432778,Friday,1,561493,267420,11300
41.792222 123.432778,Friday,378,561493,267420,11300
41.792222 123.432778,Saturday,162,561493,267420,11300
41.792222 123.432778,Saturday,189,561493,267420,11300
41.792222 123.432778,Sunday,479,561493,267420,11300
41.792222 123.432778,Sunday,745,561493,267420,11300
41.792222 123.432778,Monday,45,561493,267420,11300
41.792222 123.432778,Monday,132,561493,267420,11300
41.792222 123.432778,Wednesday,376,561493,267420,11300
41.792222 123.432778,Wednesday,718,561493,267420,11300
41.792222 123.432778,Wednesday,719,561493,267420,11300
41.792222 123.432778,Wednesday,773,561493,267420,11300
41.792222 123.432778,Thursday,227,561493,267421,11300
41.792222 123.432778,Friday,803,561493,267421,11300
41.792222 123.432778,Friday,926,561493,267421,11300
41.792222 123.432778,Saturday,135,561493,267421,11300
41.792222 123.432778,Saturday,246,561493,267421,11300
41.792222 123.432778,Saturday,256,561493,267421,11300
41.792222 123.432778,Sunday,344,561493,267421,11300
41.792222 123.432778,Sunday,458,561493,267421,11300
41.792222 123.432778,Sunday,799,561493,267421,11300
41.792222 123.432778,Sunday,857,561493,267421,11300
41.792222 123.432778,Monday,66,561493,267421,11300
41.792222 123.432778,Monday,344,561493,267421,11300
41.792222 123.432778,Monday,509,561493,267421,11300
41.792222 123.432778,Monday,520,561493,267421,11300
41.792222 123.432778,Monday,759,561493,267421,11300
41.792222 123.432778,Monday,911,561493,267421,11300
41.792222 123.432778,Tuesday,177,561493,267421,11300
41.792222 123.432778,Tuesday,295,561493,267421,11300
41.792222 123.432778,Wednesday,65,561493,267421,11300
41.792222 123.432778,Wednesday,78,561493,267421,11300
41.792222 123.432778,Wednesday,366,561493,267421,11300
41.792222 123.432778,Wednesday,439,561493,267421,11300
41.792222 123.432778,Thursday,40,561493,267422,11300
41.792222 123.432778,Thursday,138,561493,267422,11300
41.792222 123.432778,Thursday,328,561493,267422,11300
41.792222 123.432778,Thursday,798,561493,267422,11300
41.792222 123.432778,Friday,642,561493,267422,11300
41.792222 123.432778,Friday,655,561493,267422,11300
41.792222 123.432778,Saturday,133,561493,267422,11300
41.792222 123.432778,Saturday,168,561493,267422,11300
41.792222 123.432778,Saturday,176,561493,267422,11300
41.792222 123.432778,Saturday,214,561493,267422,11300
41.792222 123.432778,Saturday,360,561493,267422,11300
41.792222 123.432778,Saturday,390,561493,267422,11300
41.792222 123.432778,Saturday,743,561493,267422,11300
41.792222 123.432778,Saturday,944,561493,267422,11300
41.792222 123.432778,Saturday,1437,561493,267422,11300
41.792222 123.432778,Sunday,4,561493,267422,11300
41.792222 123.432778,Sunday,71,561493,267422,11300
41.792222 123.432778,Monday,113,561493,267422,11300
41.792222 123.432778,Monday,159,561493,267422,11300
41.792222 123.432778,Monday,391,561493,267422,11300
41.792222 123.432778,Monday,409,561493,267422,11300
